Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
0.1935483870967742,0.6756756756756757,0.49328859060402686,0.15950920245398773,,,0.7499999999999858,0.47499999999999964,0.4493392070484582,0.381578947368421
0.4645161290322581,0.3783783783783784,0.026845637583892606,,0.39655172413793105,,0.5,0.5999999999999996,0.5198237885462555,0.39473684210526305
0.39999999999999997,0.39189189189189183,0.10738255033557047,0.08588957055214724,0.39655172413793105,0.41290322580645156,0.5,,0.5638766519823789,
,0.3243243243243243,0.3523489932885906,,0.2931034482758621,0.4451612903225806,0.5,,0.39207048458149785,0.5263157894736841
,0.43243243243243246,0.3422818791946309,0.10429447852760737,,0.3096774193548387,0.5,,,0.4999999999999998
0.4387096774193549,0.4594594594594595,0.26174496644295303,0.2147239263803681,,0.34838709677419355,,0.6124999999999998,,
0.23225806451612901,,0.7516778523489933,0.2883435582822086,0.3448275862068966,0.49677419354838703,,0.5499999999999994,0.37885462555066085,0.2894736842105261
,0.36486486486486486,,0.2883435582822086,0.03448275862068967,0.4258064516129032,0.5,0.5749999999999997,0.40528634361233484,0.18421052631578938
0.41935483870967744,0.4189189189189189,0.006711409395973152,0.05521472392638038,0.5689655172413793,0.5935483870967742,0.2499999999999858,0.23749999999999982,0.12334801762114539,
0.1548387096774193,,0.020134228187919462,0.15950920245398773,0.18965517241379312,0.27096774193548384,0.0,0.3999999999999999,0.36563876651982385,0.8157894736842104
0.21290322580645166,0.4189189189189189,0.1610738255033557,0.05521472392638038,0.4310344827586208,0.5677419354838709,0.5,0.49999999999999956,0.22466960352422904,0.48684210526315774
0.4387096774193549,0.6756756756756757,0.09731543624161072,0.25153374233128833,0.17241379310344832,0.6193548387096774,0.5,0.5499999999999994,,0.3421052631578947
0.1935483870967742,0.5540540540540541,0.07046979865771813,0.2883435582822086,0.25000000000000006,,0.5,0.8499999999999996,0.5462555066079297,
,0.4729729729729729,0.1610738255033557,0.147239263803681,0.27586206896551724,0.4258064516129032,0.2499999999999858,0.5999999999999996,0.4757709251101323,
0.02580645161290321,0.36486486486486486,,0.11656441717791413,0.4310344827586208,0.4258064516129032,0.5,,0.6343612334801764,0.7105263157894737
0.36129032258064525,,,0.12269938650306747,0.353448275862069,0.5548387096774193,0.5,0.5499999999999994,,0.5263157894736841
0.07096774193548389,,0.04362416107382551,0.1533742331288344,,0.49677419354838703,0.5,0.5999999999999996,0.3083700440528635,
0.17419354838709677,0.36486486486486486,,,0.4913793103448276,0.6193548387096774,0.7499999999999858,0.25,0.25110132158590315,0.1315789473684208
0.4387096774193549,0.4054054054054054,0.05704697986577181,0.14110429447852763,0.4482758620689656,,0.2499999999999858,,0.26431718061674014,
0.05161290322580642,0.5,0.6476510067114094,0.20245398773006137,0.3879310344827586,0.40645161290322573,0.5,,0.4493392070484582,0.4736842105263155
0.29677419354838713,0.6351351351351351,0.1778523489932886,0.19631901840490798,,,0.5,0.21249999999999947,,0.5789473684210524
0.4387096774193549,0.21621621621621623,0.3322147651006712,0.2208588957055215,0.31896551724137934,0.5419354838709678,0.5,0.49999999999999956,0.3348017621145375,0.27631578947368407
0.4387096774193549,0.4054054054054054,0.08053691275167785,0.2638036809815951,0.20689655172413796,0.5032258064516129,0.2499999999999858,0.4499999999999993,0.40528634361233484,
0.17419354838709677,0.5675675675675675,0.11073825503355707,0.13496932515337423,0.3448275862068966,0.3096774193548387,0.2499999999999858,,0.25110132158590315,0.644736842105263
0.29677419354838713,0.39189189189189183,0.7718120805369129,0.23926380368098163,0.4310344827586208,0.6903225806451612,,,0.3083700440528635,0.2236842105263157
0.3806451612903226,0.5,0.21812080536912754,,0.27586206896551724,,0.5,,0.2951541850220264,0.48684210526315774
,0.4054054054054054,0.7181208053691276,0.3006134969325154,0.5862068965517242,0.8677419354838709,,0.4624999999999999,0.3215859030837005,0.1578947368421051
0.3161290322580645,0.4729729729729729,0.3691275167785235,,0.4913793103448276,,0.5,0.4874999999999998,0.37885462555066085,0.26315789473684204
,0.6486486486486486,,0.24539877300613502,0.603448275862069,,,0.25,,0.1315789473684208
,0.3243243243243243,0.016778523489932883,0.18404907975460125,0.043103448275862086,0.21935483870967737,0.5,0.7624999999999993,,0.4210526315789471
0.36129032258064525,0.3783783783783784,0.030201342281879193,0.18404907975460125,0.11206896551724141,0.3096774193548387,0.5,0.49999999999999956,,0.5394736842105261
0.10967741935483871,0.5405405405405406,0.08053691275167785,,0.1810344827586207,0.3935483870967742,0.5,,0.26431718061674014,
,0.3783783783783784,0.18456375838926176,0.13496932515337423,0.46551724137931033,,0.5,0.5999999999999996,0.3348017621145375,
,0.24324324324324323,0.13422818791946312,0.2883435582822086,0.1810344827586207,0.5677419354838709,0.5,0.4499999999999993,0.39207048458149785,
0.41935483870967744,0.43243243243243246,0.7348993288590604,0.17177914110429446,0.043103448275862086,0.2967741935483871,0.5,0.4624999999999999,0.15418502202643175,0.7894736842105263
0.3806451612903226,0.33783783783783783,,0.2147239263803681,0.31896551724137934,0.4451612903225806,,0.43749999999999956,0.23788546255506615,0.5263157894736841
0.10967741935483871,0.36486486486486486,0.6006711409395973,0.11656441717791413,0.42241379310344834,,0.5,0.47499999999999964,0.15418502202643175,0.48684210526315774
0.12903225806451613,0.48648648648648646,0.19798657718120805,0.20245398773006137,0.27586206896551724,,0.5,0.3999999999999999,0.3348017621145375,0.26315789473684204
0.8129032258064517,0.2702702702702703,0.08389261744966443,0.3190184049079755,0.18965517241379312,0.43870967741935485,0.5,0.49999999999999956,0.23788546255506615,0.21052631578947345
0.3161290322580645,0.35135135135135137,,,,0.5548387096774193,1.0,0.49999999999999956,0.22466960352422904,0.1315789473684208
0.25806451612903225,,0.0033557046979865793,0.19631901840490798,,0.5612903225806452,0.2499999999999858,0.4874999999999998,0.5462555066079297,0.2894736842105261
0.36129032258064525,,0.7885906040268457,0.15950920245398773,0.3275862068965517,0.5290322580645161,0.5,0.5124999999999997,0.2951541850220264,0.868421052631579
0.6258064516129034,0.4594594594594595,0.44966442953020136,0.25153374233128833,0.31034482758620696,0.6,,0.5499999999999994,0.39207048458149785,0.18421052631578938
0.41935483870967744,,,0.18404907975460125,0.560344827586207,0.5870967741935483,0.7499999999999858,0.3374999999999999,0.2819383259911894,0.11842105263157876
,0.3783783783783784,0.3053691275167786,0.16564417177914112,,0.3741935483870968,,0.4874999999999998,0.49339207048458167,0.8026315789473684
0.29677419354838713,0.5945945945945946,,0.3067484662576687,0.42241379310344834,0.6709677419354839,0.7499999999999858,0.4624999999999999,0.39207048458149785,0.21052631578947345
0.3161290322580645,0.36486486486486486,0.18120805369127518,0.12269938650306747,0.20689655172413796,0.2967741935483871,0.2499999999999858,,0.22466960352422904,0.605263157894737
0.23225806451612901,0.35135135135135137,0.020134228187919462,0.19631901840490798,0.31034482758620696,0.7354838709677419,0.2499999999999858,0.3500000000000001,0.1674008810572688,
,0.3108108108108108,,,0.20689655172413796,0.5032258064516129,0.2499999999999858,,,
0.25806451612903225,0.44594594594594594,0.26845637583892623,0.19018404907975464,0.25862068965517243,0.5419354838709678,0.5,0.5124999999999997,0.49339207048458167,0.26315789473684204
0.23225806451612901,,0.10738255033557047,,0.11206896551724141,0.23225806451612901,0.2499999999999858,0.25,0.5770925110132159,
0.5870967741935484,,0.24496644295302017,0.2638036809815951,0.25862068965517243,0.5935483870967742,0.5,0.5749999999999997,0.1674008810572688,0.3421052631578947
,0.0945945945945946,0.3322147651006712,0.2147239263803681,0.353448275862069,0.5870967741935483,,0.6749999999999998,0.49339207048458167,0.2894736842105261
0.25806451612903225,,0.03691275167785234,0.11656441717791413,0.31896551724137934,0.4903225806451612,0.2499999999999858,0.5625,0.3348017621145375,0.7894736842105263
0.23225806451612901,0.25675675675675674,0.19798657718120805,,0.15517241379310345,0.45161290322580644,0.5,0.3374999999999999,0.2951541850220264,0.27631578947368407
0.1935483870967742,0.36486486486486486,0.020134228187919462,0.147239263803681,0.18965517241379312,0.24516129032258066,0.2499999999999858,0.4624999999999999,0.19383259911894268,0.644736842105263
0.1935483870967742,0.7972972972972973,0.0033557046979865793,,0.4137931034482759,0.5225806451612903,0.5,0.3624999999999998,0.21145374449339205,0.18421052631578938
0.21290322580645166,,,0.23926380368098163,0.2931034482758621,0.4838709677419354,0.5,0.5499999999999994,0.36563876651982385,0.32894736842105265
,0.3783783783783784,0.19798657718120805,0.23312883435582823,0.353448275862069,0.3935483870967742,0.5,0.4874999999999998,0.4625550660792952,0.7368421052631577
0.14193548387096777,0.39189189189189183,0.0,0.2085889570552147,0.20689655172413796,0.24516129032258066,0.2499999999999858,,0.35242290748898686,0.32894736842105265
0.4903225806451614,0.6891891891891891,0.778523489932886,0.23926380368098163,,0.6903225806451612,0.7499999999999858,0.3999999999999999,0.39207048458149785,0.18421052631578938
0.1935483870967742,0.4054054054054054,0.7181208053691276,0.3006134969325154,0.5862068965517242,,1.0,0.4624999999999999,0.3215859030837005,0.1578947368421051
0.41935483870967744,,0.6711409395973155,0.3006134969325154,,0.7935483870967742,0.7499999999999858,0.31249999999999956,,0.21052631578947345
0.5032258064516131,,0.05704697986577181,0.19018404907975464,0.2155172413793104,0.5741935483870967,0.5,0.6999999999999997,0.21145374449339205,0.5263157894736841
0.36129032258064525,0.48648648648648646,,,0.3793103448275862,0.6451612903225806,0.7499999999999858,0.4624999999999999,0.4625550660792952,0.4473684210526314
0.36129032258064525,0.1891891891891892,0.41946308724832215,0.13496932515337423,0.31896551724137934,,,0.6124999999999998,0.2951541850220264,0.26315789473684204
0.4387096774193549,0.2972972972972973,0.8523489932885906,0.23312883435582823,0.4137931034482759,,,0.5499999999999994,,0.4210526315789471
0.21290322580645166,0.5405405405405406,0.026845637583892606,0.19631901840490798,,0.5870967741935483,0.2499999999999858,,,0.631578947368421
0.36129032258064525,0.3243243243243243,0.08389261744966443,0.2147239263803681,0.31034482758620696,0.6322580645161291,0.5,0.5999999999999996,0.4625550660792952,0.4473684210526314
0.1935483870967742,0.3783783783783784,0.09060402684563758,0.13496932515337423,0.25000000000000006,0.31612903225806455,0.5,0.6499999999999995,,0.605263157894737
0.41935483870967744,,0.42953020134228187,0.3067484662576687,0.3879310344827586,0.9032258064516129,,,0.2951541850220264,
0.3483870967741936,0.4054054054054054,0.010067114093959731,,,0.27741935483870966,0.5,0.31249999999999956,0.4625550660792952,
,0.28378378378378377,0.17114093959731547,0.147239263803681,0.11206896551724141,0.3354838709677419,0.2499999999999858,0.5999999999999996,0.4361233480176212,
0.33548387096774196,0.2972972972972973,,0.147239263803681,0.15517241379310345,0.45161290322580644,,0.38749999999999973,0.4229074889867842,0.21052631578947345
0.4709677419354839,0.1891891891891892,0.26845637583892623,0.23312883435582823,0.5344827586206897,0.8,0.5,0.6499999999999995,,0.39473684210526305
0.41935483870967744,0.4054054054054054,0.08389261744966443,0.17177914110429446,0.31896551724137934,0.3096774193548387,0.0,0.3999999999999999,,
,0.013513513513513514,0.10067114093959732,0.147239263803681,,0.4774193548387097,0.2499999999999858,0.47499999999999964,0.09691629955947134,
0.29677419354838713,0.7297297297297297,0.3322147651006712,,0.6379310344827587,0.7096774193548386,0.5,0.5124999999999997,,0.4210526315789471
0.36129032258064525,0.6081081081081081,0.37583892617449666,0.3190184049079755,0.3448275862068966,,0.7499999999999858,0.6749999999999998,0.7577092511013217,0.5526315789473684
,0.36486486486486486,0.5100671140939598,0.11656441717791413,0.27586206896551724,0.4193548387096774,0.5,0.5374999999999996,0.1806167400881057,0.4736842105263155
,0.6216216216216216,0.12751677852348992,,0.42241379310344834,0.5290322580645161,0.5,,0.49339207048458167,0.26315789473684204
0.006451612903225767,0.4594594594594595,0.42953020134228187,0.2085889570552147,0.4482758620689656,0.43870967741935485,0.5,0.7749999999999995,0.23788546255506615,0.2236842105263157
,0.35135135135135137,,,0.353448275862069,,,,0.22466960352422904,0.1315789473684208
,0.43243243243243246,0.016778523489932883,0.28220858895705525,0.27586206896551724,0.696774193548387,0.5,0.7374999999999994,,0.1315789473684208
0.1935483870967742,0.581081081081081,,0.2208588957055215,0.28448275862068967,,0.7499999999999858,0.5124999999999997,,0.17105263157894712
0.17419354838709677,,0.21812080536912754,0.23926380368098163,0.456896551724138,0.5161290322580645,0.5,0.4499999999999993,,0.5263157894736841
0.12903225806451613,0.4054054054054054,0.348993288590604,0.18404907975460125,0.42241379310344834,0.39999999999999997,0.5,0.19999999999999973,,0.5263157894736841
,0.5405405405405406,0.325503355704698,0.17177914110429446,,0.5483870967741935,0.5,0.3500000000000001,0.09691629955947134,0.6842105263157896
0.33548387096774196,,0.37583892617449666,0.25153374233128833,0.6896551724137931,,0.5,0.49999999999999956,0.3083700440528635,0.23684210526315774
0.2774193548387097,0.35135135135135137,0.04362416107382551,0.31288343558282217,0.5862068965517242,,0.5,0.49999999999999956,0.37885462555066085,0.32894736842105265
0.3806451612903226,0.9054054054054055,0.3926174496644296,0.16564417177914112,,0.6709677419354839,0.7499999999999858,0.19999999999999973,0.25110132158590315,0.1578947368421051
,0.16216216216216214,0.20805369127516782,0.3312883435582822,0.353448275862069,0.8,0.5,,0.35242290748898686,0.1578947368421051
0.25806451612903225,0.5135135135135135,0.41946308724832215,0.26993865030674846,0.4482758620689656,0.6,0.5,0.375,0.3215859030837005,0.39473684210526305
0.1935483870967742,0.4594594594594595,,,0.31034482758620696,0.46451612903225803,0.5,0.4624999999999999,,0.4473684210526314
0.10967741935483871,,0.09731543624161072,0.11042944785276076,0.2931034482758621,0.3741935483870968,,0.43749999999999956,0.19383259911894268,0.5526315789473684
0.4645161290322581,0.5675675675675675,,0.31288343558282217,0.28448275862068967,0.6064516129032258,0.5,0.4874999999999998,0.2951541850220264,0.27631578947368407
0.48387096774193555,0.5,0.28859060402684567,0.12269938650306747,0.456896551724138,0.5290322580645161,0.2499999999999858,0.5874999999999999,,
0.12903225806451613,0.4054054054054054,0.10738255033557047,0.147239263803681,,,0.5,0.3500000000000001,,0.4210526315789471
0.36129032258064525,0.2972972972972973,0.4664429530201343,0.19018404907975464,0.31896551724137934,0.432258064516129,0.5,0.3624999999999998,0.1101321585903084,0.48684210526315774
0.3161290322580645,0.5675675675675675,0.3389261744966443,0.2208588957055215,0.6896551724137931,,0.5,0.5374999999999996,0.4229074889867842,0.26315789473684204
0.3806451612903226,0.5540540540540541,,0.24539877300613502,0.603448275862069,0.5935483870967742,0.5,,0.5066079295154186,
0.02580645161290321,0.43243243243243246,0.4731543624161074,0.2883435582822086,0.706896551724138,0.6516129032258065,0.5,0.7499999999999996,0.25110132158590315,0.23684210526315774
0.10967741935483871,0.5540540540540541,0.04697986577181208,0.09202453987730061,0.31034482758620696,0.5548387096774193,0.2499999999999858,0.3374999999999999,0.775330396475771,
0.29677419354838713,0.3243243243243243,0.20134228187919462,0.28220858895705525,0.4482758620689656,0.8645161290322579,0.5,,,0.26315789473684204
0.5225806451612902,0.581081081081081,0.5000000000000001,0.28220858895705525,0.31034482758620696,0.5806451612903225,0.7499999999999858,0.7499999999999996,,0.26315789473684204
0.10967741935483871,0.39189189189189183,0.5134228187919463,0.23312883435582823,,0.5677419354838709,0.5,0.5374999999999996,0.23788546255506615,0.48684210526315774
0.39999999999999997,0.4729729729729729,0.2046979865771812,0.13496932515337423,0.3448275862068966,0.5935483870967742,,0.47499999999999964,0.3083700440528635,
0.48387096774193555,,0.2046979865771812,0.147239263803681,0.18965517241379312,0.2967741935483871,0.5,,,0.6973684210526316
0.25806451612903225,0.43243243243243246,,0.09202453987730061,0.46551724137931033,0.5870967741935483,0.2499999999999858,0.6374999999999997,0.4361233480176212,
0.29677419354838713,,0.020134228187919462,0.19018404907975464,0.3275862068965517,,0.5,0.49999999999999956,0.4229074889867842,0.5394736842105261
,0.6621621621621622,0.1610738255033557,0.16564417177914112,0.5,0.5548387096774193,0.2499999999999858,0.3500000000000001,0.21145374449339205,
0.17419354838709677,0.35135135135135137,0.07046979865771813,0.18404907975460125,0.06896551724137932,0.5677419354838709,0.5,0.3624999999999998,,0.3157894736842104
0.36129032258064525,0.4729729729729729,0.020134228187919462,0.26993865030674846,0.42241379310344834,0.5612903225806452,0.2499999999999858,0.7999999999999998,0.6475770925110134,0.5789473684210524
0.39999999999999997,,,0.14110429447852763,0.353448275862069,0.6258064516129033,0.2499999999999858,0.6374999999999997,0.40528634361233484,
0.48387096774193555,0.2027027027027027,0.020134228187919462,0.28220858895705525,,,,0.3999999999999999,0.2819383259911894,0.21052631578947345
0.29677419354838713,0.4189189189189189,,0.3190184049079755,,0.7354838709677419,0.7499999999999858,,0.3348017621145375,0.3157894736842104
0.33548387096774196,0.43243243243243246,0.2953020134228188,0.24539877300613502,0.5172413793103449,0.6387096774193548,0.5,,0.5198237885462555,0.5263157894736841
0.2774193548387097,0.5135135135135135,,0.2208588957055215,0.5517241379310346,0.7483870967741935,0.5,0.47499999999999964,0.37885462555066085,0.26315789473684204
0.5419354838709678,,0.2953020134228188,,0.4913793103448276,0.6064516129032258,0.5,0.6374999999999997,0.3215859030837005,
0.25806451612903225,0.5540540540540541,0.016778523489932883,,0.3793103448275862,,0.5,0.3999999999999999,0.3348017621145375,0.5526315789473684
0.1935483870967742,0.5405405405405406,0.026845637583892606,0.23926380368098163,0.24137931034482762,0.34838709677419355,0.5,0.5374999999999996,0.3083700440528635,0.3421052631578947
0.1935483870967742,0.5270270270270271,0.030201342281879193,0.2576687116564417,0.18965517241379312,,0.5,0.2999999999999998,0.26431718061674014,0.4210526315789471
0.48387096774193555,0.48648648648648646,0.030201342281879193,0.13496932515337423,0.12068965517241381,0.5806451612903225,0.5,0.38749999999999973,0.40528634361233484,0.3157894736842104
0.4387096774193549,0.39189189189189183,,0.08588957055214724,0.3793103448275862,0.4903225806451612,0.5,,0.590308370044053,0.8421052631578945
0.36129032258064525,0.5540540540540541,0.06375838926174497,0.2147239263803681,0.5517241379310346,0.6064516129032258,0.5,,0.36563876651982385,0.4736842105263155
,,0.1912751677852349,0.13496932515337423,0.18965517241379312,0.2903225806451613,0.2499999999999858,0.43749999999999956,0.5462555066079297,
0.5419354838709678,,,0.2147239263803681,,0.6580645161290323,0.7499999999999858,0.5124999999999997,0.2951541850220264,0.1315789473684208
0.4645161290322581,0.5945945945945946,0.2986577181208054,0.07361963190184051,0.07758620689655173,0.3290322580645161,,0.26249999999999973,0.23788546255506615,
0.1548387096774193,,0.4832214765100672,0.18404907975460125,0.31034482758620696,0.43870967741935485,,0.43749999999999956,0.3083700440528635,0.4999999999999998
0.5225806451612902,0.36486486486486486,0.12751677852348992,0.13496932515337423,0.12068965517241381,0.27096774193548384,,0.19999999999999973,,0.8026315789473684
0.36129032258064525,,0.12751677852348992,,,0.5290322580645161,0.5,,,0.26315789473684204
0.23225806451612901,0.43243243243243246,,0.19631901840490798,0.20689655172413796,0.46451612903225803,0.5,0.49999999999999956,0.4493392070484582,
0.29677419354838713,,0.32214765100671144,,0.3275862068965517,0.43870967741935485,0.5,0.4499999999999993,0.0837004405286344,0.48684210526315774
0.36129032258064525,,0.026845637583892606,0.2147239263803681,0.10344827586206898,0.49677419354838703,0.5,0.6124999999999998,0.3083700440528635,0.39473684210526305
0.23225806451612901,0.2702702702702703,0.8154362416107384,0.2147239263803681,0.4482758620689656,0.43870967741935485,0.7499999999999858,0.5499999999999994,0.3215859030837005,0.1578947368421051
0.17419354838709677,0.35135135135135137,0.2348993288590604,0.19018404907975464,0.3275862068965517,0.5548387096774193,0.5,,0.6343612334801764,0.26315789473684204
0.21290322580645166,0.6891891891891891,,0.2208588957055215,,0.4903225806451612,1.0,0.5374999999999996,0.3348017621145375,0.1315789473684208
0.23225806451612901,,0.4563758389261745,0.19018404907975464,0.22413793103448276,,0.5,,0.4361233480176212,0.4736842105263155
0.3806451612903226,0.39189189189189183,0.04362416107382551,,0.5862068965517242,0.7290322580645161,,0.6875,,0.43421052631578916
,0.13513513513513514,0.10738255033557047,0.20245398773006137,0.27586206896551724,0.2967741935483871,0.5,,0.21145374449339205,0.2236842105263157
0.25806451612903225,,0.0033557046979865793,0.3067484662576687,0.14655172413793105,0.27096774193548384,0.5,,0.21145374449339205,0.4210526315789471
0.4645161290322581,,0.030201342281879193,0.2085889570552147,0.2931034482758621,0.3548387096774193,0.2499999999999858,0.6499999999999995,0.37885462555066085,0.7499999999999998
0.39999999999999997,0.36486486486486486,0.22483221476510068,0.31288343558282217,,0.6064516129032258,0.5,0.5499999999999994,0.36563876651982385,0.7368421052631577
0.05161290322580642,0.6351351351351351,0.04362416107382551,0.5521472392638037,0.4310344827586208,,0.5,,0.1806167400881057,0.3157894736842104
0.4387096774193549,0.39189189189189183,0.21812080536912754,0.15950920245398773,,0.6,0.5,0.7374999999999994,0.2819383259911894,
0.41935483870967744,0.36486486486486486,0.26845637583892623,0.15950920245398773,,,,,0.4361233480176212,0.5263157894736841
0.23225806451612901,0.3243243243243243,0.030201342281879193,0.19631901840490798,0.17241379310344832,0.6387096774193548,,0.5874999999999999,,0.5526315789473684
0.2774193548387097,0.4189189189189189,0.026845637583892606,0.23926380368098163,0.353448275862069,,0.5,0.5499999999999994,0.4493392070484582,0.48684210526315774
0.1548387096774193,0.48648648648648646,0.020134228187919462,0.23312883435582823,0.07758620689655173,0.25806451612903225,0.5,,,
0.29677419354838713,0.4054054054054054,0.37583892617449666,0.17177914110429446,0.7413793103448276,0.8,0.5,0.41249999999999964,0.37885462555066085,0.368421052631579
,0.5,0.43288590604026844,0.28220858895705525,,0.5935483870967742,,0.4874999999999998,0.37885462555066085,0.2236842105263157
,0.3783783783783784,0.5604026845637584,,,0.3290322580645161,0.5,0.3374999999999999,0.21145374449339205,0.7631578947368418
0.4645161290322581,0.35135135135135137,0.7953020134228188,0.25153374233128833,0.7413793103448276,,,0.375,0.6343612334801764,0.26315789473684204
0.39999999999999997,0.4054054054054054,0.07718120805369127,0.17177914110429446,0.06896551724137932,,0.5,0.5374999999999996,0.5462555066079297,0.32894736842105265
0.1548387096774193,0.3783783783783784,0.04697986577181208,0.19631901840490798,0.5862068965517242,0.6451612903225806,,0.4499999999999993,0.3083700440528635,0.381578947368421
,0.44594594594594594,0.020134228187919462,0.25153374233128833,0.11206896551724141,0.4580645161290322,0.5,0.8124999999999996,0.2951541850220264,0.605263157894737
0.4387096774193549,,,0.28220858895705525,0.3448275862068966,0.7290322580645161,0.7499999999999858,0.5874999999999999,0.39207048458149785,
0.3806451612903226,0.2027027027027027,0.016778523489932883,,0.11206896551724141,0.3096774193548387,0.2499999999999858,0.6499999999999995,0.23788546255506615,0.5921052631578945
0.10967741935483871,0.36486486486486486,,,0.25862068965517243,0.535483870967742,0.7499999999999858,0.19999999999999973,0.2819383259911894,0.11842105263157876
0.3161290322580645,0.44594594594594594,,0.3067484662576687,,0.5032258064516129,,0.41249999999999964,,0.3421052631578947
,0.21621621621621623,0.10067114093959732,,0.36206896551724144,0.5032258064516129,0.0,0.5374999999999996,0.4229074889867842,
0.36129032258064525,0.5270270270270271,0.030201342281879193,,,0.5870967741935483,0.0,0.3999999999999999,0.5770925110132159,0.8552631578947365
0.0,0.39189189189189183,0.016778523489932883,0.1533742331288344,0.48275862068965514,,,0.49999999999999956,0.4493392070484582,0.4736842105263155
